draw_id,R3-R0:mission_success:sampled_seeds,R3-R0:safety_composite:sampled_seeds,R3-R0:progress:sampled_seeds,R3-R0:total_wakes:sampled_seeds,R3-R1:mission_success:sampled_seeds,R3-R1:safety_composite:sampled_seeds,R3-R1:progress:sampled_seeds,R3-R1:total_wakes:sampled_seeds,R3-R2:mission_success:sampled_seeds,R3-R2:safety_composite:sampled_seeds,R3-R2:progress:sampled_seeds,R3-R2:total_wakes:sampled_seeds,P4-P6:mission_success:sampled_seeds,P4-P6:progress:sampled_seeds,R3-R0:mission_success,R3-R0:safety_composite,R3-R0:progress,R3-R0:total_wakes,R3-R1:mission_success,R3-R1:safety_composite,R3-R1:progress,R3-R1:total_wakes,R3-R2:mission_success,R3-R2:safety_composite,R3-R2:progress,R3-R2:total_wakes,P4-P6:mission_success,P4-P6:progress
5922,20262308|20262308|20262309|20262301|20262301|20262310|20262306|20262308|20262305|20262301,20262308|20262308|20262309|20262301|20262301|20262310|20262306|20262308|20262305|20262301,20262308|20262308|20262309|20262301|20262301|20262310|20262306|20262308|20262305|20262301,20262308|20262308|20262309|20262301|20262301|20262310|20262306|20262308|20262305|20262301,20262308|20262308|20262309|20262301|20262301|20262310|20262306|20262308|20262305|20262301,20262308|20262308|20262309|20262301|20262301|20262310|20262306|20262308|20262305|20262301,20262308|20262308|20262309|20262301|20262301|20262310|20262306|20262308|20262305|20262301,20262308|20262308|20262309|20262301|20262301|20262310|20262306|20262308|20262305|20262301,20262308|20262308|20262309|20262301|20262301|20262310|20262306|20262308|20262305|20262301,20262308|20262308|20262309|20262301|20262301|20262310|20262306|20262308|20262305|20262301,20262308|20262308|20262309|20262301|20262301|20262310|20262306|20262308|20262305|20262301,20262308|20262308|20262309|20262301|20262301|20262310|20262306|20262308|20262305|20262301,20262305|20262303|20262302|20262305|20262303,20262305|20262303|20262302|20262305|20262303,0.6727272727272728,0.0,0.6213977812577228,-0.5803030303030303,0.25227272727272726,0.0,0.24265312280264367,0.17651515151515154,0.0,0.0,3.920281727408087e-08,-0.6727272727272728,-0.2678787878787879,-0.24811263490185592
5923,20262304|20262301|20262306|20262309|20262305|20262302|20262306|20262303|20262306|20262305,20262304|20262301|20262306|20262309|20262305|20262302|20262306|20262303|20262306|20262305,20262304|20262301|20262306|20262309|20262305|20262302|20262306|20262303|20262306|20262305,20262304|20262301|20262306|20262309|20262305|20262302|20262306|20262303|20262306|20262305,20262304|20262301|20262306|20262309|20262305|20262302|20262306|20262303|20262306|20262305,20262304|20262301|20262306|20262309|20262305|20262302|20262306|20262303|20262306|20262305,20262304|20262301|20262306|20262309|20262305|20262302|20262306|20262303|20262306|20262305,20262304|20262301|20262306|20262309|20262305|20262302|20262306|20262303|20262306|20262305,20262304|20262301|20262306|20262309|20262305|20262302|20262306|20262303|20262306|20262305,20262304|20262301|20262306|20262309|20262305|20262302|20262306|20262303|20262306|20262305,20262304|20262301|20262306|20262309|20262305|20262302|20262306|20262303|20262306|20262305,20262304|20262301|20262306|20262309|20262305|20262302|20262306|20262303|20262306|20262305,20262305|20262303|20262302|20262305|20262304,20262305|20262303|20262302|20262305|20262304,0.6757575757575758,0.00909090909090909,0.6243531487979441,-0.5818181818181818,0.24772727272727274,0.00909090909090909,0.2390201690069303,0.18863636363636366,-0.00909090909090909,0.00909090909090909,-0.007894814002214322,-0.6757575757575758,-0.3006060606060606,-0.26991662468810607
5924,20262310|20262308|20262302|20262305|20262303|20262304|20262301|20262308|20262305|20262305,20262310|20262308|20262302|20262305|20262303|20262304|20262301|20262308|20262305|20262305,20262310|20262308|20262302|20262305|20262303|20262304|20262301|20262308|20262305|20262305,20262310|20262308|20262302|20262305|20262303|20262304|20262301|20262308|20262305|20262305,20262310|20262308|20262302|20262305|20262303|20262304|20262301|20262308|20262305|20262305,20262310|20262308|20262302|20262305|20262303|20262304|20262301|20262308|20262305|20262305,20262310|20262308|20262302|20262305|20262303|20262304|20262301|20262308|20262305|20262305,20262310|20262308|20262302|20262305|20262303|20262304|20262301|20262308|20262305|20262305,20262310|20262308|20262302|20262305|20262303|20262304|20262301|20262308|20262305|20262305,20262310|20262308|20262302|20262305|20262303|20262304|20262301|20262308|20262305|20262305,20262310|20262308|20262302|20262305|20262303|20262304|20262301|20262308|20262305|20262305,20262310|20262308|20262302|20262305|20262303|20262304|20262301|20262308|20262305|20262305,20262305|20262303|20262302|20262305|20262305,20262305|20262303|20262302|20262305|20262305,0.6696969696969697,0.00909090909090909,0.6195419350209013,-0.5681818181818181,0.24545454545454545,0.00909090909090909,0.23706209639256315,0.19545454545454546,-0.00909090909090909,0.00909090909090909,-0.007894819502563637,-0.6696969696969697,-0.29454545454545455,-0.26975737232963326
5925,20262307|20262301|20262307|20262309|20262306|20262307|20262304|20262308|20262304|20262302,20262307|20262301|20262307|20262309|20262306|20262307|20262304|20262308|20262304|20262302,20262307|20262301|20262307|20262309|20262306|20262307|20262304|20262308|20262304|20262302,20262307|20262301|20262307|20262309|20262306|20262307|20262304|20262308|20262304|20262302,20262307|20262301|20262307|20262309|20262306|20262307|20262304|20262308|20262304|20262302,20262307|20262301|20262307|20262309|20262306|20262307|20262304|20262308|20262304|20262302,20262307|20262301|20262307|20262309|20262306|20262307|20262304|20262308|20262304|20262302,20262307|20262301|20262307|20262309|20262306|20262307|20262304|20262308|20262304|20262302,20262307|20262301|20262307|20262309|20262306|20262307|20262304|20262308|20262304|20262302,20262307|20262301|20262307|20262309|20262306|20262307|20262304|20262308|20262304|20262302,20262307|20262301|20262307|20262309|20262306|20262307|20262304|20262308|20262304|20262302,20262307|20262301|20262307|20262309|20262306|20262307|20262304|20262308|20262304|20262302,20262305|20262303|20262303|20262301|20262301,20262305|20262303|20262303|20262301|20262301,0.6848484848484849,0.0,0.6311093172171817,-0.565909090909091,0.25681818181818183,0.0,0.246436467469398,0.20454545454545453,0.0,0.0,6.287249049483499e-08,-0.6848484848484849,-0.25575757575757574,-0.2439352166512252
5926,20262309|20262310|20262307|20262303|20262305|20262303|20262301|20262303|20262308|20262307,20262309|20262310|20262307|20262303|20262305|20262303|20262301|20262303|20262308|20262307,20262309|20262310|20262307|20262303|20262305|20262303|20262301|20262303|20262308|20262307,20262309|20262310|20262307|20262303|20262305|20262303|20262301|20262303|20262308|20262307,20262309|20262310|20262307|20262303|20262305|20262303|20262301|20262303|20262308|20262307,20262309|20262310|20262307|20262303|20262305|20262303|20262301|20262303|20262308|20262307,20262309|20262310|20262307|20262303|20262305|20262303|20262301|20262303|20262308|20262307,20262309|20262310|20262307|20262303|20262305|20262303|20262301|20262303|20262308|20262307,20262309|20262310|20262307|20262303|20262305|20262303|20262301|20262303|20262308|20262307,20262309|20262310|20262307|20262303|20262305|20262303|20262301|20262303|20262308|20262307,20262309|20262310|20262307|20262303|20262305|20262303|20262301|20262303|20262308|20262307,20262309|20262310|20262307|20262303|20262305|20262303|20262301|20262303|20262308|20262307,20262305|20262303|20262303|20262301|20262302,20262305|20262303|20262303|20262301|20262302,0.6636363636363637,0.02727272727272727,0.6119422977618171,-0.5522727272727272,0.23181818181818184,0.02727272727272727,0.22454105457760995,0.225,-0.02727272727272727,0.02727272727272727,-0.0236845320307769,-0.6636363636363637,-0.25575757575757574,-0.24036421258800011
5927,20262303|20262308|20262302|20262309|20262307|20262308|20262306|20262304|20262309|20262309,20262303|20262308|20262302|20262309|20262307|20262308|20262306|20262304|20262309|20262309,20262303|20262308|20262302|20262309|20262307|20262308|20262306|20262304|20262309|20262309,20262303|20262308|20262302|20262309|20262307|20262308|20262306|20262304|20262309|20262309,20262303|20262308|20262302|20262309|20262307|20262308|20262306|20262304|20262309|20262309,20262303|20262308|20262302|20262309|20262307|20262308|20262306|20262304|20262309|20262309,20262303|20262308|20262302|20262309|20262307|20262308|20262306|20262304|20262309|20262309,20262303|20262308|20262302|20262309|20262307|20262308|20262306|20262304|20262309|20262309,20262303|20262308|20262302|20262309|20262307|20262308|20262306|20262304|20262309|20262309,20262303|20262308|20262302|20262309|20262307|20262308|20262306|20262304|20262309|20262309,20262303|20262308|20262302|20262309|20262307|20262308|20262306|20262304|20262309|20262309,20262303|20262308|20262302|20262309|20262307|20262308|20262306|20262304|20262309|20262309,20262305|20262303|20262303|20262301|20262303,20262305|20262303|20262303|20262301|20262303,0.687878787878788,0.00909090909090909,0.6342678518536421,-0.5840909090909092,0.25227272727272726,0.00909090909090909,0.24293687716444454,0.2,-0.00909090909090909,0.00909090909090909,-0.0078947833463603,-0.687878787878788,-0.2412121212121212,-0.2300389015373036
5928,20262302|20262307|20262306|20262303|20262305|20262305|20262303|20262309|20262306|20262305,20262302|20262307|20262306|20262303|20262305|20262305|20262303|20262309|20262306|20262305,20262302|20262307|20262306|20262303|20262305|20262305|20262303|20262309|20262306|20262305,20262302|20262307|20262306|20262303|20262305|20262305|20262303|20262309|20262306|20262305,20262302|20262307|20262306|20262303|20262305|20262305|20262303|20262309|20262306|20262305,20262302|20262307|20262306|20262303|20262305|20262305|20262303|20262309|20262306|20262305,20262302|20262307|20262306|20262303|20262305|20262305|20262303|20262309|20262306|20262305,20262302|20262307|20262306|20262303|20262305|20262305|20262303|20262309|20262306|20262305,20262302|20262307|20262306|20262303|20262305|20262305|20262303|20262309|20262306|20262305,20262302|20262307|20262306|20262303|20262305|20262305|20262303|20262309|20262306|20262305,20262302|20262307|20262306|20262303|20262305|20262305|20262303|20262309|20262306|20262305,20262302|20262307|20262306|20262303|20262305|20262305|20262303|20262309|20262306|20262305,20262305|20262303|20262303|20262301|20262304,20262305|20262303|20262303|20262301|20262304,0.6666666666666667,0.01818181818181818,0.6157337047500255,-0.5643939393939393,0.23863636363636367,0.01818181818181818,0.23084299524238255,0.20606060606060606,-0.01818181818181818,0.01818181818181818,-0.015789670534525426,-0.6666666666666667,-0.2739393939393939,-0.2518428913235538
5929,20262309|20262301|20262309|20262307|20262306|20262302|20262303|20262303|20262308|20262305,20262309|20262301|20262309|20262307|20262306|20262302|20262303|20262303|20262308|20262305,20262309|20262301|20262309|20262307|20262306|20262302|20262303|20262303|20262308|20262305,20262309|20262301|20262309|20262307|20262306|20262302|20262303|20262303|20262308|20262305,20262309|20262301|20262309|20262307|20262306|20262302|20262303|20262303|20262308|20262305,20262309|20262301|20262309|20262307|20262306|20262302|20262303|20262303|20262308|20262305,20262309|20262301|20262309|20262307|20262306|20262302|20262303|20262303|20262308|20262305,20262309|20262301|20262309|20262307|20262306|20262302|20262303|20262303|20262308|20262305,20262309|20262301|20262309|20262307|20262306|20262302|20262303|20262303|20262308|20262305,20262309|20262301|20262309|20262307|20262306|20262302|20262303|20262303|20262308|20262305,20262309|20262301|20262309|20262307|20262306|20262302|20262303|20262303|20262308|20262305,20262309|20262301|20262309|20262307|20262306|20262302|20262303|20262303|20262308|20262305,20262305|20262303|20262303|20262301|20262305,20262305|20262303|20262303|20262301|20262305,0.6727272727272728,0.01818181818181818,0.6203105860226523,-0.5696969696969696,0.2409090909090909,0.01818181818181818,0.23266325741682245,0.20757575757575758,-0.01818181818181818,0.01818181818181818,-0.015789658231746936,-0.6727272727272728,-0.2678787878787879,-0.251683638965081
5930,20262309|20262310|20262302|20262306|20262309|20262302|20262305|20262310|20262309|20262309,20262309|20262310|20262302|20262306|20262309|20262302|20262305|20262310|20262309|20262309,20262309|20262310|20262302|20262306|20262309|20262302|20262305|20262310|20262309|20262309,20262309|20262310|20262302|20262306|20262309|20262302|20262305|20262310|20262309|20262309,20262309|20262310|20262302|20262306|20262309|20262302|20262305|20262310|20262309|20262309,20262309|20262310|20262302|20262306|20262309|20262302|20262305|20262310|20262309|20262309,20262309|20262310|20262302|20262306|20262309|20262302|20262305|20262310|20262309|20262309,20262309|20262310|20262302|20262306|20262309|20262302|20262305|20262310|20262309|20262309,20262309|20262310|20262302|20262306|20262309|20262302|20262305|20262310|20262309|20262309,20262309|20262310|20262302|20262306|20262309|20262302|20262305|20262310|20262309|20262309,20262309|20262310|20262302|20262306|20262309|20262302|20262305|20262310|20262309|20262309,20262309|20262310|20262302|20262306|20262309|20262302|20262305|20262310|20262309|20262309,20262305|20262303|20262303|20262302|20262301,20262305|20262303|20262303|20262302|20262301,0.690909090909091,0.0,0.6368195361228841,-0.5712121212121213,0.2590909090909091,0.0,0.2488343870772991,0.20606060606060606,0.0,0.0,5.73841758673211e-08,-0.690909090909091,-0.25575757575757574,-0.24036421258800011
5931,20262305|20262305|20262306|20262309|20262309|20262301|20262310|20262306|20262310|20262307,20262305|20262305|20262306|20262309|20262309|20262301|20262310|20262306|20262310|20262307,20262305|20262305|20262306|20262309|20262309|20262301|20262310|20262306|20262310|20262307,20262305|20262305|20262306|20262309|20262309|20262301|20262310|20262306|20262310|20262307,20262305|20262305|20262306|20262309|20262309|20262301|20262310|20262306|20262310|20262307,20262305|20262305|20262306|20262309|20262309|20262301|20262310|20262306|20262310|20262307,20262305|20262305|20262306|20262309|20262309|20262301|20262310|20262306|20262310|20262307,20262305|20262305|20262306|20262309|20262309|20262301|20262310|20262306|20262310|20262307,20262305|20262305|20262306|20262309|20262309|20262301|20262310|20262306|20262310|20262307,20262305|20262305|20262306|20262309|20262309|20262301|20262310|20262306|20262310|20262307,20262305|20262305|20262306|20262309|20262309|20262301|20262310|20262306|20262310|20262307,20262305|20262305|20262306|20262309|20262309|20262301|20262310|20262306|20262310|20262307,20262305|20262303|20262303|20262302|20262302,20262305|20262303|20262303|20262302|20262302,0.6787878787878789,0.0,0.6265468234356517,-0.568939393939394,0.2545454545454545,0.0,0.24473131295414144,0.1946969696969697,0.0,0.0,2.58870093966187e-08,-0.6787878787878789,-0.25575757575757574,-0.2367932085247751
5932,20262308|20262306|20262304|20262302|20262302|20262303|20262309|20262307|20262309|20262305,20262308|20262306|20262304|20262302|20262302|20262303|20262309|20262307|20262309|20262305,20262308|20262306|20262304|20262302|20262302|20262303|20262309|20262307|20262309|20262305,20262308|20262306|20262304|20262302|20262302|20262303|20262309|20262307|20262309|20262305,20262308|20262306|20262304|20262302|20262302|20262303|20262309|20262307|20262309|20262305,20262308|20262306|20262304|20262302|20262302|20262303|20262309|20262307|20262309|20262305,20262308|20262306|20262304|20262302|20262302|20262303|20262309|20262307|20262309|20262305,20262308|20262306|20262304|20262302|20262302|20262303|20262309|20262307|20262309|20262305,20262308|20262306|20262304|20262302|20262302|20262303|20262309|20262307|20262309|20262305,20262308|20262306|20262304|20262302|20262302|20262303|20262309|20262307|20262309|20262305,20262308|20262306|20262304|20262302|20262302|20262303|20262309|20262307|20262309|20262305,20262308|20262306|20262304|20262302|20262302|20262303|20262309|20262307|20262309|20262305,20262305|20262303|20262303|20262302|20262303,20262305|20262303|20262303|20262302|20262303,0.6818181818181819,0.00909090909090909,0.6288488897115421,-0.5704545454545454,0.25,0.00909090909090909,0.2408010933448057,0.20681818181818185,-0.00909090909090909,0.00909090909090909,-0.007894786038219932,-0.6818181818181819,-0.2412121212121212,-0.22646789747407858
5933,20262306|20262307|20262302|20262307|20262306|20262309|20262303|20262304|20262307|20262307,20262306|20262307|20262302|20262307|20262306|20262309|20262303|20262304|20262307|20262307,20262306|20262307|20262302|20262307|20262306|20262309|20262303|20262304|20262307|20262307,20262306|20262307|20262302|20262307|20262306|20262309|20262303|20262304|20262307|20262307,20262306|20262307|20262302|20262307|20262306|20262309|20262303|20262304|20262307|20262307,20262306|20262307|20262302|20262307|20262306|20262309|20262303|20262304|20262307|20262307,20262306|20262307|20262302|20262307|20262306|20262309|20262303|20262304|20262307|20262307,20262306|20262307|20262302|20262307|20262306|20262309|20262303|20262304|20262307|20262307,20262306|20262307|20262302|20262307|20262306|20262309|20262303|20262304|20262307|20262307,20262306|20262307|20262302|20262307|20262306|20262309|20262303|20262304|20262307|20262307,20262306|20262307|20262302|20262307|20262306|20262309|20262303|20262304|20262307|20262307,20262306|20262307|20262302|20262307|20262306|20262309|20262303|20262304|20262307|20262307,20262305|20262303|20262303|20262302|20262304,20262305|20262303|20262303|20262302|20262304,0.6757575757575758,0.00909090909090909,0.6220903295855507,-0.5484848484848485,0.24772727272727274,0.00909090909090909,0.23814234146268226,0.22196969696969698,-0.00909090909090909,0.00909090909090909,-0.007894789711876874,-0.6757575757575758,-0.2739393939393939,-0.24827188726032876
5934,20262306|20262302|20262303|20262307|20262309|20262307|20262307|20262309|20262310|20262308,20262306|20262302|20262303|20262307|20262309|20262307|20262307|20262309|20262310|20262308,20262306|20262302|20262303|20262307|20262309|20262307|20262307|20262309|20262310|20262308,20262306|20262302|20262303|20262307|20262309|20262307|20262307|20262309|20262310|20262308,20262306|20262302|20262303|20262307|20262309|20262307|20262307|20262309|20262310|20262308,20262306|20262302|20262303|20262307|20262309|20262307|20262307|20262309|20262310|20262308,20262306|20262302|20262303|20262307|20262309|20262307|20262307|20262309|20262310|20262308,20262306|20262302|20262303|20262307|20262309|20262307|20262307|20262309|20262310|20262308,20262306|20262302|20262303|20262307|20262309|20262307|20262307|20262309|20262310|20262308,20262306|20262302|20262303|20262307|20262309|20262307|20262307|20262309|20262310|20262308,20262306|20262302|20262303|20262307|20262309|20262307|20262307|20262309|20262310|20262308,20262306|20262302|20262303|20262307|20262309|20262307|20262307|20262309|20262310|20262308,20262305|20262303|20262303|20262302|20262305,20262305|20262303|20262303|20262302|20262305,0.6757575757575758,0.00909090909090909,0.6221474419086486,-0.5484848484848485,0.24772727272727274,0.00909090909090909,0.2382073106634582,0.22196969696969693,-0.00909090909090909,0.00909090909090909,-0.007894789692225717,-0.6757575757575758,-0.2678787878787879,-0.24811263490185595
5935,20262310|20262307|20262307|20262310|20262305|20262310|20262305|20262309|20262302|20262305,20262310|20262307|20262307|20262310|20262305|20262310|20262305|20262309|20262302|20262305,20262310|20262307|20262307|20262310|20262305|20262310|20262305|20262309|20262302|20262305,20262310|20262307|20262307|20262310|20262305|20262310|20262305|20262309|20262302|20262305,20262310|20262307|20262307|20262310|20262305|20262310|20262305|20262309|20262302|20262305,20262310|20262307|20262307|20262310|20262305|20262310|20262305|20262309|20262302|20262305,20262310|20262307|20262307|20262310|20262305|20262310|20262305|20262309|20262302|20262305,20262310|20262307|20262307|20262310|20262305|20262310|20262305|20262309|20262302|20262305,20262310|20262307|20262307|20262310|20262305|20262310|20262305|20262309|20262302|20262305,20262310|20262307|20262307|20262310|20262305|20262310|20262305|20262309|20262302|20262305,20262310|20262307|20262307|20262310|20262305|20262310|20262305|20262309|20262302|20262305,20262310|20262307|20262307|20262310|20262305|20262310|20262305|20262309|20262302|20262305,20262305|20262303|20262303|20262303|20262301,20262305|20262303|20262303|20262303|20262301,0.6727272727272728,0.0,0.6209298057855117,-0.5386363636363636,0.25227272727272726,0.0,0.24249861598051653,0.21818181818181817,0.0,0.0,2.835551850375856e-08,-0.6727272727272728,-0.2412121212121212,-0.2300389015373036
5936,20262303|20262308|20262306|20262306|20262304|20262304|20262302|20262309|20262301|20262308,20262303|20262308|20262306|20262306|20262304|20262304|20262302|20262309|20262301|20262308,20262303|20262308|20262306|20262306|20262304|20262304|20262302|20262309|20262301|20262308,20262303|20262308|20262306|20262306|20262304|20262304|20262302|20262309|20262301|20262308,20262303|20262308|20262306|20262306|20262304|20262304|20262302|20262309|20262301|20262308,20262303|20262308|20262306|20262306|20262304|20262304|20262302|20262309|20262301|20262308,20262303|20262308|20262306|20262306|20262304|20262304|20262302|20262309|20262301|20262308,20262303|20262308|20262306|20262306|20262304|20262304|20262302|20262309|20262301|20262308,20262303|20262308|20262306|20262306|20262304|20262304|20262302|20262309|20262301|20262308,20262303|20262308|20262306|20262306|20262304|20262304|20262302|20262309|20262301|20262308,20262303|20262308|20262306|20262306|20262304|20262304|20262302|20262309|20262301|20262308,20262303|20262308|20262306|20262306|20262304|20262304|20262302|20262309|20262301|20262308,20262305|20262303|20262303|20262303|20262302,20262305|20262303|20262303|20262303|20262302,0.6818181818181819,0.00909090909090909,0.6297310863568713,-0.5871212121212122,0.25,0.00909090909090909,0.24109458012030335,0.19015151515151515,-0.00909090909090909,0.00909090909090909,-0.007894792603433684,-0.6818181818181819,-0.2412121212121212,-0.22646789747407858
5937,20262307|20262304|20262307|20262310|20262304|20262304|20262306|20262309|20262306|20262302,20262307|20262304|20262307|20262310|20262304|20262304|20262306|20262309|20262306|20262302,20262307|20262304|20262307|20262310|20262304|20262304|20262306|20262309|20262306|20262302,20262307|20262304|20262307|20262310|20262304|20262304|20262306|20262309|20262306|20262302,20262307|20262304|20262307|20262310|20262304|20262304|20262306|20262309|20262306|20262302,20262307|20262304|20262307|20262310|20262304|20262304|20262306|20262309|20262306|20262302,20262307|20262304|20262307|20262310|20262304|20262304|20262306|20262309|20262306|20262302,20262307|20262304|20262307|20262310|20262304|20262304|20262306|20262309|20262306|20262302,20262307|20262304|20262307|20262310|20262304|20262304|20262306|20262309|20262306|20262302,20262307|20262304|20262307|20262310|20262304|20262304|20262306|20262309|20262306|20262302,20262307|20262304|20262307|20262310|20262304|20262304|20262306|20262309|20262306|20262302,20262307|20262304|20262307|20262310|20262304|20262304|20262306|20262309|20262306|20262302,20262305|20262303|20262303|20262303|20262303,20262305|20262303|20262303|20262303|20262303,0.690909090909091,0.0,0.6373894526139775,-0.5712121212121212,0.2590909090909091,0.0,0.2489010222972588,0.20606060606060606,0.0,0.0,5.59400285372333e-08,-0.690909090909091,-0.22666666666666666,-0.21614258642338208
5938,20262305|20262303|20262310|20262303|20262305|20262310|20262309|20262305|20262307|20262305,20262305|20262303|20262310|20262303|20262305|20262310|20262309|20262305|20262307|20262305,20262305|20262303|20262310|20262303|20262305|20262310|20262309|20262305|20262307|20262305,20262305|20262303|20262310|20262303|20262305|20262310|20262309|20262305|20262307|20262305,20262305|20262303|20262310|20262303|20262305|20262310|20262309|20262305|20262307|20262305,20262305|20262303|20262310|20262303|20262305|20262310|20262309|20262305|20262307|20262305,20262305|20262303|20262310|20262303|20262305|20262310|20262309|20262305|20262307|20262305,20262305|20262303|20262310|20262303|20262305|20262310|20262309|20262305|20262307|20262305,20262305|20262303|20262310|20262303|20262305|20262310|20262309|20262305|20262307|20262305,20262305|20262303|20262310|20262303|20262305|20262310|20262309|20262305|20262307|20262305,20262305|20262303|20262310|20262303|20262305|20262310|20262309|20262305|20262307|20262305,20262305|20262303|20262310|20262303|20262305|20262310|20262309|20262305|20262307|20262305,20262305|20262303|20262303|20262303|20262304,20262305|20262303|20262303|20262303|20262304,0.6666666666666667,0.01818181818181818,0.6162605389297908,-0.556060606060606,0.23863636363636362,0.01818181818181818,0.23102571903172872,0.21439393939393936,-0.01818181818181818,0.01818181818181818,-0.015789700790325885,-0.6666666666666667,-0.2593939393939394,-0.23794657620963228
5939,20262306|20262306|20262308|20262302|20262305|20262308|20262305|20262303|20262306|20262310,20262306|20262306|20262308|20262302|20262305|20262308|20262305|20262303|20262306|20262310,20262306|20262306|20262308|20262302|20262305|20262308|20262305|20262303|20262306|20262310,20262306|20262306|20262308|20262302|20262305|20262308|20262305|20262303|20262306|20262310,20262306|20262306|20262308|20262302|20262305|20262308|20262305|20262303|20262306|20262310,20262306|20262306|20262308|20262302|20262305|20262308|20262305|20262303|20262306|20262310,20262306|20262306|20262308|20262302|20262305|20262308|20262305|20262303|20262306|20262310,20262306|20262306|20262308|20262302|20262305|20262308|20262305|20262303|20262306|20262310,20262306|20262306|20262308|20262302|20262305|20262308|20262305|20262303|20262306|20262310,20262306|20262306|20262308|20262302|20262305|20262308|20262305|20262303|20262306|20262310,20262306|20262306|20262308|20262302|20262305|20262308|20262305|20262303|20262306|20262310,20262306|20262306|20262308|20262302|20262305|20262308|20262305|20262303|20262306|20262310,20262305|20262303|20262303|20262303|20262305,20262305|20262303|20262303|20262303|20262305,0.6636363636363637,0.00909090909090909,0.6137219483205951,-0.5628787878787879,0.24318181818181817,0.00909090909090909,0.2348482364958156,0.19393939393939394,-0.00909090909090909,0.00909090909090909,-0.007894800530921328,-0.6636363636363637,-0.2533333333333333,-0.23778732385115947
5940,20262309|20262308|20262309|20262301|20262303|20262307|20262303|20262305|20262307|20262307,20262309|20262308|20262309|20262301|20262303|20262307|20262303|20262305|20262307|20262307,20262309|20262308|20262309|20262301|20262303|20262307|20262303|20262305|20262307|20262307,20262309|20262308|20262309|20262301|20262303|20262307|20262303|20262305|20262307|20262307,20262309|20262308|20262309|20262301|20262303|20262307|20262303|20262305|20262307|20262307,20262309|20262308|20262309|20262301|20262303|20262307|20262303|20262305|20262307|20262307,20262309|20262308|20262309|20262301|20262303|20262307|20262303|20262305|20262307|20262307,20262309|20262308|20262309|20262301|20262303|20262307|20262303|20262305|20262307|20262307,20262309|20262308|20262309|20262301|20262303|20262307|20262303|20262305|20262307|20262307,20262309|20262308|20262309|20262301|20262303|20262307|20262303|20262305|20262307|20262307,20262309|20262308|20262309|20262301|20262303|20262307|20262303|20262305|20262307|20262307,20262309|20262308|20262309|20262301|20262303|20262307|20262303|20262305|20262307|20262307,20262305|20262303|20262303|20262304|20262301,20262305|20262303|20262303|20262304|20262301,0.6727272727272728,0.01818181818181818,0.6196953755201714,-0.5613636363636363,0.2409090909090909,0.01818181818181818,0.23239726649258605,0.2159090909090909,-0.01818181818181818,0.01818181818181818,-0.01578966682558994,-0.6727272727272728,-0.273939393939394,-0.2518428913235538
5941,20262305|20262306|20262303|20262305|20262310|20262303|20262309|20262308|20262303|20262303,20262305|20262306|20262303|20262305|20262310|20262303|20262309|20262308|20262303|20262303,20262305|20262306|20262303|20262305|20262310|20262303|20262309|20262308|20262303|20262303,20262305|20262306|20262303|20262305|20262310|20262303|20262309|20262308|20262303|20262303,20262305|20262306|20262303|20262305|20262310|20262303|20262309|20262308|20262303|20262303,20262305|20262306|20262303|20262305|20262310|20262303|20262309|20262308|20262303|20262303,20262305|20262306|20262303|20262305|20262310|20262303|20262309|20262308|20262303|20262303,20262305|20262306|20262303|20262305|20262310|20262303|20262309|20262308|20262303|20262303,20262305|20262306|20262303|20262305|20262310|20262303|20262309|20262308|20262303|20262303,20262305|20262306|20262303|20262305|20262310|20262303|20262309|20262308|20262303|20262303,20262305|20262306|20262303|20262305|20262310|20262303|20262309|20262308|20262303|20262303,20262305|20262306|20262303|20262305|20262310|20262303|20262309|20262308|20262303|20262303,20262305|20262303|20262303|20262304|20262302,20262305|20262303|20262303|20262304|20262302,0.6606060606060608,0.03636363636363636,0.6104909548072289,-0.5651515151515151,0.225,0.03636363636363636,0.21916826706523337,0.21893939393939393,-0.03636363636363636,0.03636363636363636,-0.031579392345917466,-0.6606060606060608,-0.273939393939394,-0.24827188726032876
